customer_id,age,subscription_plan,subscription_months,monthly_fee,watch_hours_monthly,movies_watched_monthly,days_since_last_login,devices_used,avg_session_minutes,downloads_monthly,payment_method,payment_failures,customer_complaints,support_tickets,price_increase_exposed,content_satisfaction,recommendation_satisfaction,account_age_months,is_churned
NET10250,19,Basic,7,199,24.8,16,0,1,44,5,Wallet,0,0,0,Yes,8.4,3.8,11,1
NET10251,39,Standard,32,419,19.3,10,6,2,70,4,Wallet,1,0,1,Yes,8.6,8.1,33,0
NET10252,50,Premium,3,649,49.7,23,11,3,33,5,UPI,0,1,1,Yes,6.6,7.8,6,0
NET10253,40,Basic,49,249,20.0,12,3,1,26,3,UPI,1,1,1,No,5.3,5.1,52,0
NET10254,17,Standard,23,379,44.4,22,6,3,51,7,Net Banking,0,1,1,No,6.4,4.9,28,0
NET10255,26,Premium+,29,899,36.8,24,2,2,24,2,Credit Card,0,1,1,No,2.4,8.8,30,0
NET10256,42,Standard,37,399,10.4,5,12,3,19,2,Credit Card,3,0,0,No,6.8,6.5,37,1
NET10257,24,Standard,19,449,14.7,7,8,5,61,4,Debit Card,0,0,1,Yes,9.2,7.1,22,0
NET10258,34,Standard,21,399,22.6,13,5,2,34,5,Credit Card,0,0,0,No,8.8,5.8,25,0
NET10259,37,Standard,8,399,15.9,7,2,1,39,2,Credit Card,0,0,0,Yes,7.1,6.3,8,0
NET10260,22,Premium,9,699,25.2,18,3,6,22,3,Net Banking,0,1,1,Yes,6.6,6.5,14,0
NET10261,30,Premium,37,649,82.0,40,0,3,52,4,Credit Card,0,1,2,Yes,7.7,9.7,39,0
NET10262,15,Standard,6,449,26.4,19,3,5,61,2,Credit Card,1,3,3,Yes,8.4,8.3,10,0
NET10263,21,Premium,1,649,33.6,16,0,3,67,3,Credit Card,0,0,0,No,4.4,4.5,6,0
NET10264,28,Standard,20,449,23.2,15,0,5,23,4,Credit Card,0,1,1,Yes,8.3,8.1,25,0
NET10265,19,Standard,11,399,7.2,5,1,5,57,6,Debit Card,0,0,0,No,6.4,10.0,16,0
NET10266,45,Premium,23,649,34.1,21,14,3,46,7,Credit Card,0,0,0,No,5.1,8.8,24,0
NET10267,18,Premium,1,649,29.4,20,3,2,40,3,Credit Card,0,0,1,No,9.2,5.3,1,0
NET10268,27,Standard,13,399,18.7,9,3,4,35,2,Credit Card,1,1,1,No,4.0,7.5,18,0
NET10269,32,Basic,3,249,7.2,4,4,1,28,2,Wallet,0,0,0,No,8.1,9.7,8,0
NET10270,43,Basic,32,199,17.7,12,4,1,31,2,Net Banking,0,0,0,No,7.7,8.5,37,0
NET10271,18,Standard,1,379,21.9,10,0,4,32,3,Net Banking,0,0,1,No,9.6,9.3,5,0
NET10272,41,Standard,25,399,8.0,4,2,1,33,2,Credit Card,1,0,0,No,8.2,4.9,30,0
NET10273,31,Premium,1,629,53.5,34,0,2,50,4,Credit Card,0,0,0,No,5.6,6.1,4,0
NET10274,22,Basic,1,179,14.0,7,0,5,20,8,UPI,1,0,0,No,9.4,5.6,2,0
NET10275,35,Premium,3,669,8.6,5,0,2,5,5,Net Banking,0,2,2,Yes,7.6,5.5,3,0
NET10276,32,Standard,5,379,26.0,18,13,2,42,2,Credit Card,0,1,2,No,9.8,10.0,8,0
NET10277,25,Standard,13,379,15.2,8,1,1,36,3,Credit Card,0,0,0,No,8.3,8.7,18,0
NET10278,31,Standard,1,419,8.7,6,0,2,57,4,Net Banking,0,0,0,Yes,4.0,8.3,2,1
NET10279,27,Basic,8,219,8.5,4,0,3,16,2,Debit Card,3,0,1,No,7.3,8.4,9,0
NET10280,32,Premium,3,669,41.4,19,5,3,83,5,Net Banking,0,0,0,No,8.7,8.8,3,0
NET10281,36,Basic,27,249,9.6,6,5,2,28,4,Net Banking,0,0,0,Yes,6.9,5.0,27,0
NET10282,45,Standard,1,419,13.0,6,1,3,22,3,Wallet,0,1,2,No,6.6,4.7,1,0
NET10283,19,Premium,6,699,38.5,25,1,5,45,2,UPI,0,0,0,Yes,8.4,10.0,10,0
NET10284,50,Premium,13,649,58.9,39,2,4,14,4,UPI,0,0,1,Yes,6.9,5.9,14,0
NET10285,15,Standard,34,449,43.8,22,2,4,26,7,UPI,0,1,1,No,3.7,5.7,39,0
NET10286,29,Standard,28,399,23.7,17,9,4,49,8,UPI,0,0,0,No,9.7,6.4,30,0
NET10287,36,Premium,31,669,23.4,17,16,5,49,2,UPI,0,0,1,No,7.4,7.8,34,0
NET10288,33,Premium+,1,919,42.1,24,5,6,49,2,Wallet,0,0,0,No,7.2,6.9,1,0
NET10289,25,Premium,25,649,23.8,17,2,3,40,6,UPI,0,0,2,Yes,6.4,8.8,26,0
NET10290,29,Standard,21,399,7.8,4,2,2,19,4,Debit Card,0,0,1,No,10.0,7.6,26,0
NET10291,26,Premium+,32,949,33.9,17,10,3,56,4,Credit Card,0,0,0,Yes,6.4,5.1,35,0
NET10292,25,Basic,5,179,21.3,14,0,3,41,6,UPI,0,0,0,No,8.1,6.7,7,0
NET10293,38,Basic,33,219,15.7,7,3,2,56,5,Credit Card,0,0,0,No,6.5,5.3,36,0
NET10294,34,Premium,7,699,48.5,32,6,2,56,4,UPI,0,1,3,Yes,6.0,5.8,9,0
NET10295,24,Basic,14,249,4.4,2,1,4,64,6,Credit Card,0,0,0,No,6.4,7.6,19,0
NET10296,39,Basic,7,219,31.9,15,0,4,57,2,UPI,0,0,0,No,8.3,5.0,7,0
NET10297,33,Basic,7,199,23.7,12,6,4,28,2,UPI,0,1,1,No,3.2,10.0,11,0
NET10298,38,Standard,11,419,47.0,26,5,5,52,5,Credit Card,0,0,0,No,7.8,6.9,13,0
NET10299,36,Premium,6,699,48.0,30,5,3,33,5,UPI,0,0,0,No,6.6,7.8,6,0
NET10300,23,Premium,22,649,34.1,17,22,1,60,2,UPI,0,2,3,Yes,7.3,6.0,25,0
NET10301,25,Basic,14,199,19.9,10,2,1,16,2,Credit Card,0,1,1,Yes,8.9,7.6,19,0
NET10302,37,Standard,16,419,32.5,20,25,3,67,4,Debit Card,0,0,0,No,7.2,10.0,19,0
NET10303,36,Premium+,3,879,27.6,13,0,2,14,1,Debit Card,0,0,0,Yes,7.3,8.1,6,0
NET10304,30,Premium,48,669,14.4,7,0,4,25,7,Wallet,1,0,0,No,5.7,4.8,53,0
NET10305,32,Standard,15,449,13.0,6,11,4,80,5,UPI,0,1,1,Yes,8.2,6.4,20,0
NET10306,42,Premium+,3,949,28.5,12,2,5,49,4,UPI,0,0,0,No,3.8,6.2,7,0
NET10307,25,Premium,19,629,27.3,20,2,5,52,2,UPI,0,1,2,Yes,7.5,6.0,20,0
NET10308,35,Basic,2,199,33.6,21,0,2,31,4,UPI,1,1,1,No,3.5,6.4,4,0
NET10309,29,Basic,1,249,14.5,9,0,5,49,4,Credit Card,1,0,0,No,6.8,7.0,6,0
NET10310,29,Basic,10,199,7.4,4,6,4,23,2,Debit Card,1,0,0,No,6.9,6.3,11,1
NET10311,40,Premium,11,649,23.5,11,4,5,69,6,Debit Card,1,0,0,No,5.7,3.8,14,0
NET10312,38,Basic,2,219,16.7,7,7,3,50,4,UPI,0,1,1,Yes,7.3,7.1,6,0
NET10313,38,Standard,5,399,33.2,15,1,2,54,13,Debit Card,0,0,1,No,6.4,4.7,5,0
NET10314,42,Basic,40,249,6.9,3,11,4,20,4,Wallet,1,0,0,No,8.5,6.6,44,0
NET10315,31,Premium+,4,949,16.3,9,1,3,55,3,Debit Card,1,0,0,Yes,6.7,6.6,9,0
NET10316,37,Standard,2,399,40.1,21,3,2,59,4,Wallet,1,0,0,Yes,5.3,6.1,3,0
NET10317,28,Premium+,68,899,24.4,11,2,5,49,6,Credit Card,0,1,2,Yes,7.5,6.1,71,0
NET10318,33,Premium+,5,899,30.1,23,11,5,43,7,Debit Card,0,0,0,No,3.8,8.5,7,1
NET10319,29,Basic,15,219,18.5,10,10,4,20,2,UPI,0,1,2,No,7.0,5.8,19,0
NET10320,31,Standard,3,399,25.7,14,3,6,51,6,UPI,0,0,1,No,8.8,7.1,4,0
NET10321,36,Basic,11,199,9.5,4,2,4,35,3,Credit Card,0,0,1,Yes,8.8,5.8,12,0
NET10322,23,Premium+,6,949,42.5,29,9,3,60,2,UPI,0,1,1,No,4.4,9.4,6,0
NET10323,49,Standard,45,419,25.1,12,1,3,42,3,Credit Card,0,0,2,Yes,6.6,5.8,47,0
NET10324,21,Basic,7,199,27.5,12,16,4,45,4,Debit Card,1,0,0,No,9.7,6.5,8,0
NET10325,20,Basic,12,219,16.3,8,2,1,59,2,Net Banking,2,1,1,Yes,5.6,6.2,14,1
NET10326,41,Standard,40,379,22.9,17,3,1,39,5,Net Banking,2,1,2,No,8.1,9.4,43,0
NET10327,38,Premium+,63,899,67.7,35,2,2,31,1,UPI,0,2,3,Yes,6.9,6.6,68,0
NET10328,36,Premium,1,629,19.2,12,9,4,46,3,UPI,1,0,1,No,3.7,8.0,5,1
NET10329,36,Premium,25,649,15.8,8,7,3,61,9,Debit Card,0,0,0,Yes,8.1,7.1,26,0
NET10330,30,Standard,6,399,29.3,16,0,2,34,2,Net Banking,2,1,1,No,8.5,10.0,9,0
NET10331,22,Basic,12,179,10.6,4,1,2,47,5,Credit Card,0,1,1,Yes,6.5,7.1,12,0
NET10332,31,Premium+,6,949,15.7,10,7,4,53,5,UPI,1,1,1,Yes,9.0,5.4,8,0
NET10333,24,Basic,7,199,14.6,10,11,2,48,4,UPI,0,0,1,No,9.4,8.3,12,0
NET10334,39,Premium+,2,899,56.8,30,1,5,69,4,Debit Card,0,0,0,Yes,5.6,6.5,5,0
NET10335,29,Standard,11,399,43.2,26,27,3,34,4,Credit Card,1,2,2,Yes,5.8,6.8,13,0
NET10336,23,Basic,11,249,23.9,12,5,2,59,7,Wallet,1,0,0,No,5.0,8.5,16,0
NET10337,28,Premium,2,699,28.9,13,10,3,57,6,Credit Card,0,0,0,No,7.3,8.7,4,0
NET10338,34,Premium+,10,879,39.6,23,9,3,75,2,Credit Card,1,0,0,No,5.5,7.8,11,0
NET10339,25,Premium+,50,879,43.7,30,0,3,24,2,Debit Card,0,0,0,No,10.0,6.4,52,0
NET10340,23,Basic,17,179,24.3,13,2,3,42,3,Credit Card,1,1,1,Yes,6.4,4.6,20,0
NET10341,33,Basic,9,219,13.0,8,3,3,41,2,UPI,0,0,0,No,7.1,8.0,9,0
NET10342,33,Standard,34,399,13.2,6,1,2,63,1,UPI,0,0,0,Yes,5.9,8.2,35,0
NET10343,26,Premium,11,649,22.4,12,6,2,33,5,Net Banking,0,0,0,No,9.8,6.8,15,0
NET10344,26,Premium,2,649,15.8,7,4,6,30,4,UPI,0,0,1,No,6.6,6.0,2,0
NET10345,33,Basic,11,249,11.5,5,23,5,77,2,Net Banking,2,0,0,No,5.9,8.0,14,0
NET10346,17,Premium+,2,899,79.2,37,0,1,24,6,UPI,1,1,1,No,8.1,6.9,3,0
NET10347,18,Premium,20,649,14.3,9,4,4,5,8,UPI,0,0,2,No,10.0,7.2,25,0
NET10348,24,Premium,47,629,14.0,6,13,3,84,1,UPI,0,0,0,No,9.1,5.6,52,0
NET10349,29,Standard,6,449,9.0,4,0,1,77,5,UPI,0,0,0,No,6.7,7.4,8,0
NET10350,33,Standard,7,399,7.7,4,4,3,91,5,Credit Card,0,0,1,No,7.2,4.7,7,1
NET10351,44,Premium+,7,899,47.8,22,1,3,40,6,UPI,0,0,0,No,7.2,6.6,8,0
NET10352,38,Standard,4,379,11.9,8,19,3,52,2,UPI,0,0,0,No,7.1,7.4,8,0
NET10353,29,Premium,22,649,12.1,6,6,2,18,7,Credit Card,0,1,1,No,7.3,6.6,26,0
NET10354,30,Premium+,13,949,46.7,32,1,3,44,4,Credit Card,1,0,0,No,8.3,6.5,17,0
NET10355,21,Premium,1,649,15.3,9,27,3,47,2,Credit Card,0,0,1,No,8.4,6.5,6,1
NET10356,30,Standard,25,449,50.9,26,1,5,55,5,Credit Card,0,1,1,Yes,5.9,10.0,26,0
NET10357,28,Basic,2,249,21.6,14,2,3,50,3,Net Banking,0,0,1,Yes,5.3,9.0,2,0
NET10358,33,Basic,54,249,18.0,11,6,5,49,2,UPI,1,0,1,Yes,8.3,7.7,56,0
NET10359,23,Basic,6,219,3.8,2,5,2,49,3,Credit Card,1,0,0,Yes,5.9,8.7,6,0
NET10360,35,Basic,13,199,22.4,13,10,4,42,4,UPI,0,0,0,No,6.9,8.5,15,0
NET10361,44,Standard,1,449,6.3,4,6,4,43,5,UPI,1,2,2,Yes,8.3,5.5,1,0
NET10362,30,Standard,5,419,15.2,7,5,3,55,2,Net Banking,0,1,1,No,8.4,6.3,5,0
NET10363,34,Standard,22,379,23.1,11,2,3,36,5,Wallet,0,0,0,Yes,5.8,9.6,23,0
NET10364,37,Standard,9,419,7.9,4,2,1,38,5,Credit Card,0,1,2,No,9.4,7.0,13,0
NET10365,27,Basic,32,179,11.2,8,0,1,65,3,UPI,1,0,0,Yes,7.8,7.1,36,0
NET10366,33,Basic,11,219,24.8,17,3,3,72,3,UPI,0,0,0,Yes,7.4,8.1,15,0
NET10367,31,Premium,36,699,28.7,20,9,2,63,1,UPI,0,0,0,No,10.0,5.5,40,0
NET10368,31,Standard,56,419,20.0,15,2,4,66,2,UPI,0,1,2,No,9.1,7.7,56,0
NET10369,24,Standard,8,419,24.7,12,12,3,77,4,UPI,1,1,1,No,8.8,5.6,12,0
NET10370,31,Premium,11,699,28.4,16,9,2,37,6,Credit Card,1,0,0,No,5.4,6.2,11,0
NET10371,35,Premium,25,629,57.2,34,36,2,63,4,Credit Card,0,0,0,No,8.0,8.6,27,0
NET10372,44,Standard,3,449,37.1,23,7,6,22,2,Debit Card,0,2,2,Yes,6.5,7.0,6,0
NET10373,39,Premium,27,649,12.9,7,0,3,21,4,UPI,1,1,1,No,5.2,8.6,30,0
NET10374,50,Premium+,12,919,40.2,23,5,2,51,3,Debit Card,0,0,1,No,6.6,8.7,14,0
NET10375,24,Premium,18,649,10.2,7,2,4,41,1,UPI,0,2,3,No,9.1,5.2,18,0
NET10376,38,Standard,1,449,16.5,9,17,2,57,4,UPI,1,1,2,No,6.7,9.5,5,0
NET10377,32,Premium,20,699,27.1,20,7,4,28,5,UPI,0,0,0,Yes,7.0,7.9,21,0
NET10378,50,Basic,5,199,44.5,20,9,2,64,4,UPI,0,0,1,No,8.1,5.1,5,0
NET10379,23,Standard,22,399,22.7,11,4,3,59,3,Credit Card,1,0,0,No,7.3,9.4,22,0
NET10380,23,Premium+,9,899,9.7,7,20,2,36,2,Credit Card,0,0,0,Yes,5.5,7.8,11,0
NET10381,25,Standard,4,399,20.8,13,1,6,48,8,UPI,0,1,1,Yes,7.8,6.7,6,0
NET10382,15,Premium+,42,899,48.4,22,2,2,33,3,UPI,0,1,2,No,4.9,5.8,43,1
NET10383,26,Standard,20,399,38.4,28,4,3,25,6,Net Banking,0,0,0,No,5.9,10.0,24,0
NET10384,24,Premium+,59,899,22.2,15,4,2,51,3,Wallet,0,0,0,No,8.2,3.2,62,0
NET10385,32,Standard,6,449,35.4,20,8,1,13,6,Credit Card,0,0,1,No,5.9,5.9,11,0
NET10386,34,Basic,14,179,9.2,5,7,3,49,2,UPI,0,0,1,No,8.0,5.3,18,1
NET10387,47,Standard,13,449,55.6,25,0,3,20,0,Credit Card,0,0,0,No,8.7,4.4,17,0
NET10388,39,Standard,16,379,12.6,7,7,2,54,3,UPI,0,1,1,Yes,5.9,8.1,21,1
NET10389,25,Basic,1,199,4.7,2,1,2,23,6,UPI,1,0,0,No,7.3,9.9,6,1
NET10390,22,Premium,4,669,14.7,8,3,1,39,3,UPI,1,0,0,No,7.0,4.1,4,0
NET10391,35,Standard,33,449,12.5,8,3,1,30,2,Net Banking,1,0,0,No,6.3,7.8,34,0
NET10392,19,Premium,7,649,29.3,18,7,3,44,5,Credit Card,1,0,0,Yes,3.3,6.5,7,1
NET10393,47,Standard,45,449,32.3,17,6,1,72,2,Credit Card,0,0,0,Yes,5.1,6.2,47,0
NET10394,41,Basic,3,199,19.5,10,2,3,42,7,UPI,0,0,0,No,9.1,6.9,8,0
NET10395,26,Premium+,83,919,35.4,19,10,2,54,5,Wallet,1,2,2,No,8.4,6.7,86,0
NET10396,15,Standard,16,419,10.8,7,0,5,47,4,UPI,0,1,1,Yes,5.6,4.9,17,0
NET10397,43,Premium,20,699,35.7,23,1,2,49,0,Credit Card,1,1,2,No,6.3,7.8,21,0
NET10398,29,Premium,7,699,33.1,21,3,3,42,9,Credit Card,0,0,0,No,7.1,5.1,11,0
NET10399,42,Standard,33,449,42.7,20,1,2,74,5,Debit Card,0,1,2,Yes,3.8,10.0,33,0
NET10400,16,Premium+,11,899,33.0,16,15,2,10,7,UPI,0,0,0,No,6.1,4.9,15,0
NET10401,25,Premium,15,629,19.5,13,15,3,45,5,UPI,0,0,1,Yes,5.9,4.6,19,0
NET10402,31,Standard,1,379,29.7,20,1,2,43,5,UPI,1,0,0,No,5.7,5.2,2,0
NET10403,31,Premium,13,649,19.9,14,3,1,47,3,Debit Card,0,1,3,Yes,5.3,7.2,16,0
NET10404,26,Basic,29,199,10.8,7,28,4,69,5,UPI,1,0,0,Yes,7.7,9.1,31,0
NET10405,36,Standard,2,419,4.7,2,0,2,9,5,Debit Card,0,0,1,No,9.2,7.0,6,1
NET10406,21,Premium+,18,899,70.3,34,0,2,28,5,Credit Card,0,0,0,No,7.3,9.4,23,0
NET10407,29,Premium,1,669,14.3,10,11,5,28,5,UPI,1,0,0,No,9.8,9.0,4,0
NET10408,32,Premium,36,669,26.2,20,2,2,66,6,UPI,1,1,2,No,6.9,6.6,41,0
NET10409,35,Premium,56,699,8.6,4,7,2,35,3,Credit Card,1,0,0,Yes,7.4,6.4,60,0
NET10410,37,Premium,6,669,18.2,11,5,3,50,5,Wallet,1,0,0,No,9.0,7.0,9,0
NET10411,20,Premium+,1,919,24.4,17,7,2,28,6,Debit Card,0,0,0,Yes,8.1,5.9,1,0
NET10412,17,Standard,15,399,34.5,20,1,3,45,5,UPI,0,0,0,Yes,8.5,10.0,20,0
NET10413,42,Basic,1,249,55.7,42,4,1,47,9,UPI,1,3,3,No,6.0,8.3,3,0
NET10414,33,Standard,9,449,28.5,16,6,4,83,3,Debit Card,0,0,1,Yes,8.4,7.5,10,1
NET10415,24,Premium,4,649,63.9,42,1,4,16,10,Net Banking,1,2,2,No,3.3,9.7,4,0
NET10416,44,Basic,8,249,12.3,7,17,3,42,4,UPI,0,0,0,No,5.8,5.5,12,0
NET10417,32,Basic,1,179,25.5,16,0,3,29,5,UPI,0,0,0,Yes,4.9,6.4,5,1
NET10418,41,Standard,1,399,41.8,26,1,6,38,2,Credit Card,0,0,0,Yes,6.3,6.8,3,1
NET10419,31,Premium+,1,899,10.7,8,0,5,32,3,UPI,0,1,1,Yes,3.4,9.6,6,0
NET10420,49,Premium,13,629,24.2,13,19,3,64,2,UPI,0,0,0,No,4.5,9.1,18,0
NET10421,46,Standard,11,419,20.4,11,1,4,37,3,Net Banking,0,0,0,No,7.1,8.4,13,0
NET10422,28,Basic,3,179,15.2,8,8,3,13,5,Wallet,0,0,0,No,6.8,8.3,5,0
NET10423,39,Standard,14,399,28.1,19,0,4,39,5,Debit Card,0,1,2,No,7.1,7.4,18,0
NET10424,36,Basic,30,249,15.3,6,0,3,70,5,UPI,1,0,0,Yes,9.7,6.7,34,0
NET10425,43,Basic,4,199,18.4,12,1,3,64,4,Wallet,0,1,2,No,8.8,6.7,5,0
NET10426,22,Premium+,24,899,70.5,34,0,2,20,5,UPI,0,0,1,Yes,8.4,4.2,26,0
NET10427,37,Premium+,15,879,49.7,33,3,4,18,6,Debit Card,1,0,0,Yes,8.4,10.0,18,0
NET10428,40,Basic,1,179,7.8,4,0,1,44,3,Net Banking,2,3,3,Yes,8.9,10.0,2,0
NET10429,15,Basic,6,199,13.2,8,5,6,67,6,Credit Card,0,0,0,Yes,7.6,6.3,9,0
NET10430,20,Standard,9,399,8.3,5,6,6,35,4,UPI,1,0,0,No,6.6,9.4,9,0
NET10431,15,Standard,18,399,36.1,20,2,3,52,3,Credit Card,0,0,0,No,7.4,8.6,20,0
NET10432,28,Basic,4,249,21.8,14,1,4,24,7,Debit Card,1,1,1,No,6.0,6.9,5,0
NET10433,37,Standard,56,399,19.9,11,1,2,41,7,UPI,0,0,0,No,6.8,4.1,61,0
NET10434,44,Basic,16,219,16.1,10,1,2,52,5,Debit Card,1,1,1,Yes,8.0,8.1,17,0
NET10435,31,Premium,6,649,13.0,5,6,3,17,4,UPI,0,0,0,Yes,3.0,7.1,6,0
NET10436,45,Premium,1,649,32.1,21,5,3,58,5,Credit Card,0,0,0,No,2.2,6.8,1,1
NET10437,18,Premium,2,669,42.6,21,14,4,38,3,UPI,0,0,0,Yes,6.1,5.9,2,0
NET10438,15,Standard,9,379,25.1,14,10,4,32,6,UPI,0,0,1,No,3.1,4.0,10,0
NET10439,30,Premium+,9,879,23.5,17,5,2,67,4,Wallet,1,1,1,No,7.3,6.5,13,0
NET10440,34,Premium+,20,879,52.0,36,1,3,27,1,UPI,0,0,0,No,8.6,6.4,23,0
NET10441,30,Basic,18,179,24.0,11,2,2,34,5,UPI,0,0,1,No,9.7,8.5,23,1
NET10442,15,Basic,3,249,20.4,10,3,3,37,1,Credit Card,0,2,2,Yes,7.2,10.0,8,0
NET10443,30,Standard,12,419,48.8,34,3,2,5,3,UPI,1,1,2,No,7.4,10.0,15,0
NET10444,19,Basic,1,199,22.9,17,0,4,59,2,UPI,0,0,0,No,8.5,6.4,6,0
NET10445,37,Standard,7,419,13.7,9,2,4,33,1,UPI,0,0,1,No,7.5,5.9,7,0
NET10446,34,Standard,20,399,25.1,13,1,3,28,4,Credit Card,0,1,1,Yes,5.9,9.9,25,0
NET10447,22,Standard,7,379,39.3,21,5,6,14,3,Net Banking,0,0,0,No,6.0,10.0,11,0
NET10448,26,Standard,25,449,16.6,10,15,2,9,7,Wallet,1,1,1,No,7.7,7.1,29,0
NET10449,21,Standard,52,399,31.4,20,0,5,82,2,Net Banking,1,2,3,Yes,6.0,6.6,52,0
NET10450,30,Premium+,13,899,21.3,14,11,2,43,1,Credit Card,0,0,1,No,5.9,8.3,15,0
NET10451,39,Basic,2,179,13.7,8,1,4,70,7,Net Banking,0,1,1,No,6.3,7.5,3,0
NET10452,22,Premium,6,629,45.8,34,7,2,53,3,UPI,0,0,0,No,7.3,7.0,8,0
NET10453,35,Basic,1,219,23.7,18,5,3,23,4,Debit Card,0,2,2,Yes,10.0,6.5,5,0
NET10454,26,Basic,12,249,32.7,16,1,1,58,5,UPI,0,0,0,Yes,6.3,5.8,12,0
NET10455,23,Standard,24,449,13.5,7,2,4,64,5,Credit Card,0,2,2,No,6.8,6.7,25,0
NET10456,30,Basic,13,219,5.2,2,4,5,21,4,UPI,0,0,0,Yes,5.6,6.4,16,1
NET10457,21,Basic,21,249,26.5,18,14,2,49,4,Credit Card,0,0,0,Yes,7.0,8.0,26,0
NET10458,26,Basic,22,249,39.1,19,1,2,36,4,Debit Card,0,0,1,No,8.4,7.4,26,0
NET10459,20,Standard,26,399,9.0,4,2,3,39,4,Debit Card,0,1,1,No,6.0,8.8,27,1
NET10460,48,Premium,4,699,34.4,19,31,3,33,2,UPI,0,0,0,No,5.3,6.5,5,0
NET10461,31,Basic,28,179,2.7,1,9,2,34,5,Debit Card,0,0,0,Yes,5.6,7.2,30,1
NET10462,24,Premium,14,649,39.7,28,2,3,21,2,Debit Card,0,0,0,Yes,9.5,8.7,17,0
NET10463,32,Basic,4,179,30.6,20,0,2,51,6,UPI,1,0,1,No,7.5,7.9,6,0
NET10464,29,Premium,61,629,13.6,9,4,6,63,1,Net Banking,0,0,0,No,3.5,8.8,63,0
NET10465,29,Standard,41,419,21.4,9,5,2,53,6,Debit Card,0,0,0,No,8.8,8.6,43,0
NET10466,36,Premium,11,699,18.4,9,1,5,42,4,Credit Card,0,0,2,No,10.0,3.8,13,0
NET10467,37,Premium+,25,949,24.6,15,7,3,23,8,UPI,1,1,2,No,9.2,6.5,29,0
NET10468,26,Premium+,4,949,25.5,12,4,1,49,7,Net Banking,0,1,1,Yes,4.1,5.1,7,0
NET10469,25,Basic,7,249,17.2,8,2,2,29,5,Wallet,1,0,0,No,7.1,8.8,9,0
NET10470,28,Premium,2,649,20.9,12,2,4,56,7,UPI,1,1,1,Yes,7.4,6.1,6,1
NET10471,15,Basic,10,199,17.9,13,2,2,58,5,Net Banking,0,0,0,No,10.0,7.5,15,0
NET10472,17,Premium+,9,879,49.7,38,9,2,31,4,Credit Card,2,0,0,No,5.5,4.1,13,1
NET10473,43,Standard,3,399,22.4,14,4,3,23,4,UPI,0,0,0,Yes,7.8,10.0,4,0
NET10474,45,Standard,15,399,27.3,20,1,3,58,5,UPI,0,1,1,No,7.9,7.1,16,0
NET10475,28,Basic,1,199,24.4,17,9,4,22,3,UPI,0,0,0,Yes,7.7,9.9,1,0
NET10476,36,Basic,1,199,32.1,20,0,2,59,4,Credit Card,0,0,1,Yes,6.4,7.8,5,0
NET10477,33,Premium,6,649,41.1,28,32,3,44,3,UPI,1,0,0,Yes,8.5,7.2,6,0
NET10478,58,Premium+,7,899,14.9,10,13,6,63,3,UPI,0,0,0,No,6.1,6.2,11,0
NET10479,41,Premium,5,669,35.1,22,8,2,30,4,Debit Card,0,1,1,No,5.7,3.9,7,0
NET10480,29,Premium,4,669,15.4,7,1,5,39,6,Wallet,0,0,0,No,10.0,8.0,6,0
NET10481,22,Premium,5,669,26.0,15,13,2,32,3,Debit Card,0,0,2,No,5.9,8.4,5,0
NET10482,16,Standard,2,399,4.4,2,10,5,15,1,Net Banking,0,0,0,Yes,10.0,6.5,4,0
NET10483,32,Basic,7,199,13.7,6,9,4,45,5,Credit Card,0,0,0,No,4.4,7.2,9,0
NET10484,24,Basic,32,179,5.8,4,1,1,58,1,Debit Card,1,0,0,Yes,8.9,6.8,33,0
NET10485,18,Standard,3,399,13.0,6,5,2,59,4,UPI,0,2,2,No,5.4,7.9,5,0
NET10486,25,Basic,16,249,31.0,19,13,4,48,4,Credit Card,0,1,1,No,5.6,4.9,17,0
NET10487,21,Basic,2,249,13.6,8,4,2,64,2,Debit Card,1,0,0,Yes,8.4,7.6,5,0
NET10488,46,Basic,6,199,3.8,2,4,2,25,4,Wallet,0,0,1,No,6.3,6.6,10,0
NET10489,38,Basic,5,249,18.7,11,3,4,41,5,UPI,0,0,0,Yes,4.6,7.8,6,0
NET10490,30,Premium+,38,949,23.2,16,6,3,53,3,UPI,1,0,0,Yes,7.8,4.5,43,0
NET10491,44,Basic,7,249,14.5,7,11,5,72,3,Debit Card,1,0,0,No,9.4,6.1,12,0
NET10492,31,Standard,16,399,41.8,28,4,5,58,2,Credit Card,1,0,0,No,6.4,6.1,17,0
NET10493,23,Standard,12,399,22.7,10,20,3,32,5,Credit Card,0,0,0,No,6.5,10.0,13,0
NET10494,44,Standard,2,399,26.7,12,3,2,31,4,UPI,0,1,1,No,6.9,6.2,7,0
NET10495,35,Basic,39,199,9.4,6,0,2,65,5,Wallet,0,0,0,No,7.8,6.9,43,0
NET10496,21,Standard,5,419,21.5,10,0,2,64,4,Debit Card,0,0,0,Yes,8.3,7.9,9,0
NET10497,29,Basic,1,249,21.1,9,5,2,40,3,Credit Card,1,0,0,Yes,4.6,6.9,5,1
NET10498,23,Standard,5,379,27.6,12,10,4,67,3,UPI,0,0,0,Yes,6.5,6.4,10,0
NET10499,18,Basic,5,199,4.1,2,11,3,45,2,Net Banking,0,0,0,No,4.9,8.4,7,1
NET10500,39,Standard,1,379,8.9,5,19,5,30,3,Credit Card,0,0,0,No,4.6,10.0,2,1
